,date,site,cases,diff_cases,diff_cases_pc,avg_dates,avg_cases,avg_cases_pc
81,2020-03-21 00:00:00,Non-NNL NPTU-Charleston,0,0.0,0.0,2020-03-17 12:00:00,,
80,2020-03-21 00:00:00,Non-NNL Kesselring,0,0.0,0.0,2020-03-17 12:00:00,,
79,2020-03-21 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-03-17 12:00:00,,
78,2020-03-21 00:00:00,Non-NNL Bettis,0,0.0,0.0,2020-03-17 12:00:00,,
83,2020-03-21 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-03-17 12:00:00,,
76,2020-03-21 00:00:00,NNL NRF,0,0.0,0.0,2020-03-17 12:00:00,,
75,2020-03-21 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-03-17 12:00:00,,
74,2020-03-21 00:00:00,NNL Kesselring,0,0.0,0.0,2020-03-17 12:00:00,,
73,2020-03-21 00:00:00,NNL Knolls,0,0.0,0.0,2020-03-17 12:00:00,,
72,2020-03-21 00:00:00,NNL Bettis,0,0.0,0.0,2020-03-17 12:00:00,,
77,2020-03-21 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-03-17 12:00:00,,
94,2020-03-22 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-03-18 12:00:00,0.0,0.0
93,2020-03-22 00:00:00,Non-NNL NPTU-Charleston,0,0.0,0.0,2020-03-18 12:00:00,0.0,0.0
92,2020-03-22 00:00:00,Non-NNL Kesselring,0,0.0,0.0,2020-03-18 12:00:00,0.0,0.0
91,2020-03-22 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-03-18 12:00:00,0.0,0.0
90,2020-03-22 00:00:00,Non-NNL Bettis,0,0.0,0.0,2020-03-18 12:00:00,0.0,0.0
95,2020-03-22 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-03-18 12:00:00,0.0,0.0
88,2020-03-22 00:00:00,NNL NRF,0,0.0,0.0,2020-03-18 12:00:00,0.0,0.0
87,2020-03-22 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-03-18 12:00:00,0.0,0.0
86,2020-03-22 00:00:00,NNL Kesselring,0,0.0,0.0,2020-03-18 12:00:00,0.0,0.0
85,2020-03-22 00:00:00,NNL Knolls,0,0.0,0.0,2020-03-18 12:00:00,0.0,0.0
84,2020-03-22 00:00:00,NNL Bettis,0,0.0,0.0,2020-03-18 12:00:00,0.0,0.0
89,2020-03-22 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-03-18 12:00:00,0.14285714285714285,43.15925766076823
107,2020-03-23 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-03-19 12:00:00,0.0,0.0
106,2020-03-23 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-03-19 12:00:00,0.0,0.0
105,2020-03-23 00:00:00,Non-NNL NPTU-Charleston,0,0.0,0.0,2020-03-19 12:00:00,0.0,0.0
104,2020-03-23 00:00:00,Non-NNL Kesselring,0,0.0,0.0,2020-03-19 12:00:00,0.0,0.0
103,2020-03-23 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-03-19 12:00:00,0.0,0.0
102,2020-03-23 00:00:00,Non-NNL Bettis,0,0.0,0.0,2020-03-19 12:00:00,0.0,0.0
101,2020-03-23 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-03-19 12:00:00,0.0,0.0
99,2020-03-23 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-03-19 12:00:00,0.0,0.0
98,2020-03-23 00:00:00,NNL Kesselring,0,0.0,0.0,2020-03-19 12:00:00,0.0,0.0
97,2020-03-23 00:00:00,NNL Knolls,1,1.0,44.923629829290206,2020-03-19 12:00:00,0.14285714285714285,6.417661404184314
96,2020-03-23 00:00:00,NNL Bettis,0,0.0,0.0,2020-03-19 12:00:00,0.0,0.0
100,2020-03-23 00:00:00,NNL NRF,0,0.0,0.0,2020-03-19 12:00:00,0.0,0.0
115,2020-03-24 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-03-20 12:00:00,0.0,0.0
119,2020-03-24 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-03-20 12:00:00,0.0,0.0
118,2020-03-24 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-03-20 12:00:00,0.0,0.0
117,2020-03-24 00:00:00,Non-NNL NPTU-Charleston,0,0.0,0.0,2020-03-20 12:00:00,0.0,0.0
116,2020-03-24 00:00:00,Non-NNL Kesselring,1,1.0,190.83969465648855,2020-03-20 12:00:00,0.14285714285714285,27.262813522355504
114,2020-03-24 00:00:00,Non-NNL Bettis,0,0.0,0.0,2020-03-20 12:00:00,0.0,0.0
110,2020-03-24 00:00:00,NNL Kesselring,0,0.0,0.0,2020-03-20 12:00:00,0.0,0.0
112,2020-03-24 00:00:00,NNL NRF,0,0.0,0.0,2020-03-20 12:00:00,0.0,0.0
111,2020-03-24 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-03-20 12:00:00,0.0,0.0
113,2020-03-24 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-03-20 12:00:00,0.0,0.0
109,2020-03-24 00:00:00,NNL Knolls,1,0.0,0.0,2020-03-20 12:00:00,0.14285714285714285,6.417661404184314
108,2020-03-24 00:00:00,NNL Bettis,0,0.0,0.0,2020-03-20 12:00:00,0.0,0.0
131,2020-03-25 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-03-21 12:00:00,0.0,0.0
130,2020-03-25 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-03-21 12:00:00,0.0,0.0
129,2020-03-25 00:00:00,Non-NNL NPTU-Charleston,0,0.0,0.0,2020-03-21 12:00:00,0.0,0.0
128,2020-03-25 00:00:00,Non-NNL Kesselring,1,0.0,0.0,2020-03-21 12:00:00,0.14285714285714285,27.262813522355504
127,2020-03-25 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-03-21 12:00:00,0.0,0.0
126,2020-03-25 00:00:00,Non-NNL Bettis,0,0.0,0.0,2020-03-21 12:00:00,0.0,0.0
124,2020-03-25 00:00:00,NNL NRF,0,0.0,0.0,2020-03-21 12:00:00,0.0,0.0
123,2020-03-25 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-03-21 12:00:00,0.0,0.0
122,2020-03-25 00:00:00,NNL Kesselring,0,0.0,0.0,2020-03-21 12:00:00,0.0,0.0
121,2020-03-25 00:00:00,NNL Knolls,1,0.0,0.0,2020-03-21 12:00:00,0.14285714285714285,6.417661404184314
120,2020-03-25 00:00:00,NNL Bettis,0,0.0,0.0,2020-03-21 12:00:00,0.0,0.0
125,2020-03-25 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-03-21 12:00:00,0.0,0.0
139,2020-03-26 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-03-22 12:00:00,0.0,0.0
143,2020-03-26 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-03-22 12:00:00,0.0,0.0
142,2020-03-26 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-03-22 12:00:00,0.0,0.0
141,2020-03-26 00:00:00,Non-NNL NPTU-Charleston,0,0.0,0.0,2020-03-22 12:00:00,0.0,0.0
140,2020-03-26 00:00:00,Non-NNL Kesselring,1,0.0,0.0,2020-03-22 12:00:00,0.14285714285714285,27.262813522355504
138,2020-03-26 00:00:00,Non-NNL Bettis,0,0.0,0.0,2020-03-22 12:00:00,0.0,0.0
137,2020-03-26 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-03-22 12:00:00,0.0,0.0
136,2020-03-26 00:00:00,NNL NRF,0,0.0,0.0,2020-03-22 12:00:00,0.0,0.0
135,2020-03-26 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-03-22 12:00:00,0.0,0.0
134,2020-03-26 00:00:00,NNL Kesselring,0,0.0,0.0,2020-03-22 12:00:00,0.0,0.0
133,2020-03-26 00:00:00,NNL Knolls,1,0.0,0.0,2020-03-22 12:00:00,0.14285714285714285,6.417661404184314
132,2020-03-26 00:00:00,NNL Bettis,0,0.0,0.0,2020-03-22 12:00:00,0.0,0.0
155,2020-03-27 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-03-23 12:00:00,0.0,0.0
154,2020-03-27 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-03-23 12:00:00,0.0,0.0
153,2020-03-27 00:00:00,Non-NNL NPTU-Charleston,1,1.0,100000.0,2020-03-23 12:00:00,0.14285714285714285,14285.714285714284
152,2020-03-27 00:00:00,Non-NNL Kesselring,1,0.0,0.0,2020-03-23 12:00:00,0.14285714285714285,27.262813522355504
151,2020-03-27 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-03-23 12:00:00,0.0,0.0
150,2020-03-27 00:00:00,Non-NNL Bettis,0,0.0,0.0,2020-03-23 12:00:00,0.0,0.0
149,2020-03-27 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-03-23 12:00:00,0.0,0.0
148,2020-03-27 00:00:00,NNL NRF,0,0.0,0.0,2020-03-23 12:00:00,0.0,0.0
147,2020-03-27 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-03-23 12:00:00,0.0,0.0
146,2020-03-27 00:00:00,NNL Kesselring,0,0.0,0.0,2020-03-23 12:00:00,0.0,0.0
145,2020-03-27 00:00:00,NNL Knolls,1,0.0,0.0,2020-03-23 12:00:00,0.14285714285714285,6.417661404184314
144,2020-03-27 00:00:00,NNL Bettis,0,0.0,0.0,2020-03-23 12:00:00,0.0,0.0
166,2020-03-28 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-03-24 12:00:00,0.0,0.0
165,2020-03-28 00:00:00,Non-NNL NPTU-Charleston,1,0.0,0.0,2020-03-24 12:00:00,0.14285714285714285,14285.714285714284
164,2020-03-28 00:00:00,Non-NNL Kesselring,1,0.0,0.0,2020-03-24 12:00:00,0.14285714285714285,27.262813522355504
163,2020-03-28 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-03-24 12:00:00,0.0,0.0
162,2020-03-28 00:00:00,Non-NNL Bettis,0,0.0,0.0,2020-03-24 12:00:00,0.0,0.0
167,2020-03-28 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-03-24 12:00:00,0.0,0.0
160,2020-03-28 00:00:00,NNL NRF,0,0.0,0.0,2020-03-24 12:00:00,0.0,0.0
159,2020-03-28 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-03-24 12:00:00,0.0,0.0
158,2020-03-28 00:00:00,NNL Kesselring,0,0.0,0.0,2020-03-24 12:00:00,0.0,0.0
157,2020-03-28 00:00:00,NNL Knolls,1,0.0,0.0,2020-03-24 12:00:00,0.14285714285714285,6.417661404184314
156,2020-03-28 00:00:00,NNL Bettis,0,0.0,0.0,2020-03-24 12:00:00,0.0,0.0
161,2020-03-28 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-03-24 12:00:00,0.0,0.0
179,2020-03-29 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-03-25 12:00:00,0.0,0.0
178,2020-03-29 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-03-25 12:00:00,0.0,0.0
177,2020-03-29 00:00:00,Non-NNL NPTU-Charleston,3,2.0,200000.0,2020-03-25 12:00:00,0.42857142857142855,42857.142857142855
176,2020-03-29 00:00:00,Non-NNL Kesselring,3,2.0,381.6793893129771,2020-03-25 12:00:00,0.42857142857142855,81.78844056706652
175,2020-03-29 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-03-25 12:00:00,0.0,0.0
174,2020-03-29 00:00:00,Non-NNL Bettis,0,0.0,0.0,2020-03-25 12:00:00,0.0,0.0
173,2020-03-29 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-03-25 12:00:00,0.0,0.0
172,2020-03-29 00:00:00,NNL NRF,0,0.0,0.0,2020-03-25 12:00:00,0.0,0.0
171,2020-03-29 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-03-25 12:00:00,0.0,0.0
170,2020-03-29 00:00:00,NNL Kesselring,0,0.0,0.0,2020-03-25 12:00:00,0.0,0.0
169,2020-03-29 00:00:00,NNL Knolls,1,0.0,0.0,2020-03-25 12:00:00,0.14285714285714285,6.417661404184314
168,2020-03-29 00:00:00,NNL Bettis,3,3.0,107.48835542816195,2020-03-25 12:00:00,0.42857142857142855,15.355479346880278
190,2020-03-30 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-03-26 12:00:00,0.0,0.0
189,2020-03-30 00:00:00,Non-NNL NPTU-Charleston,3,0.0,0.0,2020-03-26 12:00:00,0.42857142857142855,42857.142857142855
188,2020-03-30 00:00:00,Non-NNL Kesselring,3,0.0,0.0,2020-03-26 12:00:00,0.42857142857142855,81.78844056706652
187,2020-03-30 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-03-26 12:00:00,0.0,0.0
186,2020-03-30 00:00:00,Non-NNL Bettis,0,0.0,0.0,2020-03-26 12:00:00,0.0,0.0
191,2020-03-30 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-03-26 12:00:00,0.0,0.0
184,2020-03-30 00:00:00,NNL NRF,0,0.0,0.0,2020-03-26 12:00:00,0.0,0.0
183,2020-03-30 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-03-26 12:00:00,0.0,0.0
182,2020-03-30 00:00:00,NNL Kesselring,0,0.0,0.0,2020-03-26 12:00:00,0.0,0.0
181,2020-03-30 00:00:00,NNL Knolls,1,0.0,0.0,2020-03-26 12:00:00,0.0,0.0
180,2020-03-30 00:00:00,NNL Bettis,3,0.0,0.0,2020-03-26 12:00:00,0.42857142857142855,15.355479346880278
185,2020-03-30 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-03-26 12:00:00,0.0,0.0
202,2020-03-31 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-03-27 12:00:00,0.0,0.0
201,2020-03-31 00:00:00,Non-NNL NPTU-Charleston,3,0.0,0.0,2020-03-27 12:00:00,0.42857142857142855,42857.142857142855
200,2020-03-31 00:00:00,Non-NNL Kesselring,3,0.0,0.0,2020-03-27 12:00:00,0.2857142857142857,54.52562704471101
199,2020-03-31 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-03-27 12:00:00,0.0,0.0
198,2020-03-31 00:00:00,Non-NNL Bettis,0,0.0,0.0,2020-03-27 12:00:00,0.0,0.0
203,2020-03-31 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-03-27 12:00:00,0.0,0.0
196,2020-03-31 00:00:00,NNL NRF,0,0.0,0.0,2020-03-27 12:00:00,0.0,0.0
195,2020-03-31 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-03-27 12:00:00,0.0,0.0
194,2020-03-31 00:00:00,NNL Kesselring,0,0.0,0.0,2020-03-27 12:00:00,0.0,0.0
193,2020-03-31 00:00:00,NNL Knolls,1,0.0,0.0,2020-03-27 12:00:00,0.0,0.0
192,2020-03-31 00:00:00,NNL Bettis,3,0.0,0.0,2020-03-27 12:00:00,0.42857142857142855,15.355479346880278
197,2020-03-31 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-03-27 12:00:00,0.0,0.0
215,2020-04-01 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-03-28 12:00:00,0.0,0.0
214,2020-04-01 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-03-28 12:00:00,0.0,0.0
213,2020-04-01 00:00:00,Non-NNL NPTU-Charleston,3,0.0,0.0,2020-03-28 12:00:00,0.42857142857142855,42857.142857142855
212,2020-04-01 00:00:00,Non-NNL Kesselring,3,0.0,0.0,2020-03-28 12:00:00,0.2857142857142857,54.52562704471101
211,2020-04-01 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-03-28 12:00:00,0.0,0.0
210,2020-04-01 00:00:00,Non-NNL Bettis,0,0.0,0.0,2020-03-28 12:00:00,0.0,0.0
209,2020-04-01 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-03-28 12:00:00,0.0,0.0
207,2020-04-01 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-03-28 12:00:00,0.0,0.0
206,2020-04-01 00:00:00,NNL Kesselring,0,0.0,0.0,2020-03-28 12:00:00,0.0,0.0
205,2020-04-01 00:00:00,NNL Knolls,1,0.0,0.0,2020-03-28 12:00:00,0.0,0.0
204,2020-04-01 00:00:00,NNL Bettis,3,0.0,0.0,2020-03-28 12:00:00,0.42857142857142855,15.355479346880278
208,2020-04-01 00:00:00,NNL NRF,0,0.0,0.0,2020-03-28 12:00:00,0.0,0.0
223,2020-04-02 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-03-29 12:00:00,0.0,0.0
227,2020-04-02 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-03-29 12:00:00,0.0,0.0
226,2020-04-02 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-03-29 12:00:00,0.0,0.0
225,2020-04-02 00:00:00,Non-NNL NPTU-Charleston,3,0.0,0.0,2020-03-29 12:00:00,0.42857142857142855,42857.142857142855
222,2020-04-02 00:00:00,Non-NNL Bettis,0,0.0,0.0,2020-03-29 12:00:00,0.0,0.0
224,2020-04-02 00:00:00,Non-NNL Kesselring,3,0.0,0.0,2020-03-29 12:00:00,0.2857142857142857,54.52562704471101
220,2020-04-02 00:00:00,NNL NRF,0,0.0,0.0,2020-03-29 12:00:00,0.0,0.0
219,2020-04-02 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-03-29 12:00:00,0.0,0.0
221,2020-04-02 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-03-29 12:00:00,0.0,0.0
218,2020-04-02 00:00:00,NNL Kesselring,0,0.0,0.0,2020-03-29 12:00:00,0.0,0.0
217,2020-04-02 00:00:00,NNL Knolls,1,0.0,0.0,2020-03-29 12:00:00,0.0,0.0
216,2020-04-02 00:00:00,NNL Bettis,3,0.0,0.0,2020-03-29 12:00:00,0.42857142857142855,15.355479346880278
239,2020-04-03 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-03-30 12:00:00,0.0,0.0
238,2020-04-03 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-03-30 12:00:00,0.0,0.0
237,2020-04-03 00:00:00,Non-NNL NPTU-Charleston,3,0.0,0.0,2020-03-30 12:00:00,0.2857142857142857,28571.42857142857
236,2020-04-03 00:00:00,Non-NNL Kesselring,8,5.0,954.1984732824428,2020-03-30 12:00:00,1.0,190.83969465648855
235,2020-04-03 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-03-30 12:00:00,0.0,0.0
234,2020-04-03 00:00:00,Non-NNL Bettis,0,0.0,0.0,2020-03-30 12:00:00,0.0,0.0
233,2020-04-03 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-03-30 12:00:00,0.0,0.0
232,2020-04-03 00:00:00,NNL NRF,0,0.0,0.0,2020-03-30 12:00:00,0.0,0.0
231,2020-04-03 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-03-30 12:00:00,0.0,0.0
230,2020-04-03 00:00:00,NNL Kesselring,0,0.0,0.0,2020-03-30 12:00:00,0.0,0.0
229,2020-04-03 00:00:00,NNL Knolls,1,0.0,0.0,2020-03-30 12:00:00,0.0,0.0
228,2020-04-03 00:00:00,NNL Bettis,5,2.0,71.65890361877463,2020-03-30 12:00:00,0.7142857142857143,25.592465578133798
251,2020-04-04 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-03-31 12:00:00,0.0,0.0
250,2020-04-04 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-03-31 12:00:00,0.0,0.0
249,2020-04-04 00:00:00,Non-NNL NPTU-Charleston,3,0.0,0.0,2020-03-31 12:00:00,0.2857142857142857,28571.42857142857
248,2020-04-04 00:00:00,Non-NNL Kesselring,8,0.0,0.0,2020-03-31 12:00:00,1.0,190.83969465648855
247,2020-04-04 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-03-31 12:00:00,0.0,0.0
246,2020-04-04 00:00:00,Non-NNL Bettis,0,0.0,0.0,2020-03-31 12:00:00,0.0,0.0
245,2020-04-04 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-03-31 12:00:00,0.0,0.0
244,2020-04-04 00:00:00,NNL NRF,0,0.0,0.0,2020-03-31 12:00:00,0.0,0.0
243,2020-04-04 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-03-31 12:00:00,0.0,0.0
